AcresBurned,AirTankers,ArchiveYear,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Days Burned,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,WaterTenders,Started Month
225.0,,2019,Mendocino,23,16.0,1.0,16.0,8/17/19,5,,False,True,,3.0,39.005262,-123.195306,True,Moose Fire,328.0,8/12/19,,,,,c8f94c30-d0ee-450a-8501-30678aa37c0f,6.0,8
220.0,0.0,2019,San Luis Obispo,40,8.0,4.0,20.0,9/27/19,6,,False,True,2.0,4.0,35.214364,-120.45588300000001,True,Lopez Fire,515.0,9/21/19,,0.0,,24.0,840010ca-aef0-4f91-b771-3bf196317d03,2.0,9
200.0,0.0,2019,San Diego,37,8.0,1.0,20.0,,-43732,,False,True,0.0,,32.787656,-116.806941,True,Dehesa Fire ,350.0,9/24/19,,,,,94cd8534-defa-4a82-b1be-42a2704c13d2,5.0,9
156.0,,2019,Shasta,45,,,2.0,8/17/19,2,,False,True,,,40.484328999999995,-122.159393,True,Cottage Fire,8.0,8/15/19,,,,,2443f637-15d7-4cf9-a405-133cf1748300,,8
120.0,,2019,San Diego,37,,,,6/21/19,1,,False,True,,,33.396840000000005,-117.29665,True,Weisgarber Fire,,6/20/19,,,,,779c4b9a-19bf-487f-ba65-6589aea27420,,6
97.0,,2019,San Diego,37,,,,10/28/19,3,,False,True,,,33.055124,-116.742508,True,Sawday Fire ,150.0,10/25/19,,,,,a6701bb9-7086-4dbc-ac5f-8c98eeb0279a,,10
85.0,,2019,El Dorado,9,,,,9/6/19,3,,False,True,,2.0,38.898915,-120.946657,True,Country Fire,,9/3/19,,4.0,,,89008310-149d-480f-946f-4ce5a2a71c3f,,9
50.0,,2019,Butte,4,,,,5/8/19,7,,False,True,,,39.85484,-121.905,True,Meridian Fire,,5/1/19,,,,,398bb669-190d-4dbf-9af0-6ccb27817c13,,5
28.0,,2019,Lake,17,2.0,1.0,4.0,9/5/19,1,,False,True,,,38.910498,-122.642572,True,Glass Fire,55.0,9/4/19,,,,,da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536,2.0,9
20.0,,2019,Colusa,6,1.0,2.0,7.0,8/14/19,0,,False,True,1.0,,39.088333,-122.30916699999999,True,Spring Fire ,65.0,8/14/19,,,,,f2a78d1c-66be-40f8-a2d8-5756eb265162,2.0,8
10.0,,2019,Amador,3,2.0,,5.0,9/25/19,0,,False,True,,1.0,38.332083000000004,-120.67131,True,Electra Fire,45.0,9/25/19,,,,,755df0b3-ad02-406b-af5d-738b67d8c755,,9
